Id,WnvPresent
1,0.39507950988498064
2,0.3905601322573249
3,0.3857263096745158
4,0.312920320743726
5,0.3128913690264218
6,0.39507950988498064
7,0.39507950988498064
8,0.39507950988498064
9,0.39118345914790686
10,0.386680160387247
11,0.3818642697002043
12,0.3094200520402814
13,0.3093912783428519
14,0.39118345914790686
15,0.39118345914790686
16,0.39118345914790686
17,0.39118345914790686
18,0.386680160387247
19,0.3818642697002043
20,0.3094200520402814
21,0.3093912783428519
22,0.39118345914790686
23,0.39118345914790686
24,0.39118345914790686
25,0.39003826052902824
26,0.3877826575434232
27,0.3807292920730548
28,0.30839296891669765
29,0.308364248081728
30,0.39003826052902824
31,0.39003826052902824
32,0.39003826052902824
33,0.31080861153763506
34,0.3087792490289225
35,0.30245295935328875
36,0.23924315507069588
37,0.23921864669441145
38,0.31080861153763506
39,0.31080861153763506
40,0.31080861153763506
41,0.39274011850371576
42,0.39047889319299595
43,0.38340719886080105
44,0.3108174536465699
45,0.31078860848312806
46,0.39274011850371576
47,0.39274011850371576
48,0.39274011850371576
49,0.39274011850371576
50,0.39047889319299595
51,0.38340719886080105
52,0.3108174536465699
53,0.31078860848312806
54,0.39274011850371576
55,0.39274011850371576
56,0.39274011850371576
57,0.39003826052902824
58,0.3877826575434232
59,0.3807292920730548
60,0.30839296891669765
61,0.308364248081728
62,0.39003826052902824
63,0.39003826052902824
64,0.39003826052902824
65,0.39003826052902824
66,0.3877826575434232
67,0.3807292920730548
68,0.30839296891669765
69,0.308364248081728
70,0.39003826052902824
71,0.39003826052902824
72,0.39003826052902824
73,0.47909618664722164
74,0.4767280870694366
75,0.46929704513215903
76,0.39075119501343825
77,0.39071913726540686
78,0.47909618664722164
79,0.47909618664722164
80,0.47909618664722164
81,0.39274011850371576
82,0.39047889319299595
83,0.38340719886080105
84,0.3108174536465699
85,0.31078860848312806
86,0.39274011850371576
87,0.39274011850371576
88,0.39274011850371576
89,0.47909618664722164
90,0.4767280870694366
91,0.46929704513215903
92,0.39075119501343825
93,0.39071913726540686
94,0.47909618664722164
95,0.47909618664722164
96,0.47909618664722164
97,0.4805405475634978
98,0.4781718623222113
99,0.4761841791673771
100,0.39212971348708275
101,0.39209761542905
102,0.4805405475634978
103,0.4805405475634978
104,0.4805405475634978
105,0.39274011850371576
106,0.39047889319299595
107,0.38340719886080105
108,0.3108174536465699
109,0.31078860848312806
110,0.39274011850371576
111,0.39274011850371576
112,0.39274011850371576
113,0.39118345914790686
114,0.386680160387247
115,0.3818642697002043
116,0.3094200520402814
117,0.3093912783428519
118,0.39118345914790686
119,0.39118345914790686
120,0.39118345914790686
121,0.39118345914790686
122,0.386680160387247
123,0.3818642697002043
124,0.3094200520402814
125,0.3093912783428519
126,0.39118345914790686
127,0.39118345914790686
128,0.39118345914790686
129,0.39003826052902824
130,0.3877826575434232
131,0.3807292920730548
132,0.30839296891669765
133,0.308364248081728
134,0.39003826052902824
135,0.39003826052902824
136,0.39003826052902824
137,0.47909618664722164
138,0.4767280870694366
139,0.46929704513215903
140,0.39075119501343825
141,0.39071913726540686
142,0.47909618664722164
143,0.47909618664722164
144,0.47909618664722164
145,0.39118345914790686
146,0.386680160387247
147,0.3818642697002043
148,0.3094200520402814
149,0.3093912783428519
150,0.39118345914790686
151,0.39118345914790686
152,0.39118345914790686
153,0.39118345914790686
154,0.386680160387247
155,0.3818642697002043
156,0.3094200520402814
157,0.3093912783428519
158,0.39118345914790686
159,0.39118345914790686
160,0.39118345914790686
161,0.39118345914790686
162,0.386680160387247
163,0.3818642697002043
164,0.3094200520402814
165,0.3093912783428519
166,0.39118345914790686
167,0.39118345914790686
168,0.39118345914790686
169,0.39003826052902824
170,0.3877826575434232
171,0.3807292920730548
172,0.30839296891669765
173,0.308364248081728
174,0.39003826052902824
175,0.39003826052902824
176,0.39003826052902824
177,0.39118345914790686
178,0.386680160387247
179,0.3818642697002043
180,0.3094200520402814
181,0.3093912783428519
182,0.39118345914790686
183,0.39118345914790686
184,0.39118345914790686
185,0.39118345914790686
186,0.386680160387247
187,0.3818642697002043
188,0.3094200520402814
189,0.3093912783428519
190,0.39118345914790686
191,0.39118345914790686
192,0.39118345914790686
193,0.39274011850371576
194,0.39047889319299595
195,0.38340719886080105
196,0.3108174536465699
197,0.31078860848312806
198,0.39274011850371576
199,0.39274011850371576
200,0.39274011850371576
201,0.39003826052902824
202,0.3877826575434232
203,0.3807292920730548
204,0.30839296891669765
205,0.308364248081728
206,0.39003826052902824
207,0.39003826052902824
208,0.39003826052902824
209,0.47909618664722164
210,0.4767280870694366
211,0.46929704513215903
212,0.39075119501343825
213,0.39071913726540686
214,0.47909618664722164
215,0.47909618664722164
216,0.47909618664722164
217,0.39274011850371576
218,0.39047889319299595
219,0.38340719886080105
220,0.3108174536465699
221,0.31078860848312806
222,0.39274011850371576
223,0.39274011850371576
224,0.39274011850371576
225,0.39274011850371576
226,0.39047889319299595
227,0.38340719886080105
228,0.3108174536465699
229,0.31078860848312806
230,0.39274011850371576
231,0.39274011850371576
232,0.39274011850371576
233,0.47847914164943545
234,0.47611130433761584
235,0.4686812654028031
236,0.3901627082051311
237,0.3901306678212314
238,0.47847914164943545
239,0.47847914164943545
240,0.47847914164943545
241,0.39118345914790686
242,0.386680160387247
243,0.3818642697002043
244,0.3094200520402814
245,0.3093912783428519
246,0.39118345914790686
247,0.39118345914790686
248,0.39118345914790686
249,0.39118345914790686
250,0.386680160387247
251,0.3818642697002043
252,0.3094200520402814
253,0.3093912783428519
254,0.39118345914790686
255,0.39118345914790686
256,0.39118345914790686
257,0.39274011850371576
258,0.39047889319299595
259,0.38340719886080105
260,0.3108174536465699
261,0.31078860848312806
262,0.39274011850371576
263,0.39274011850371576
264,0.39274011850371576
265,0.39003826052902824
266,0.3877826575434232
267,0.3807292920730548
268,0.30839296891669765
269,0.308364248081728
270,0.39003826052902824
271,0.39003826052902824
272,0.39003826052902824
273,0.39003826052902824
274,0.3877826575434232
275,0.3807292920730548
276,0.30839296891669765
277,0.308364248081728
278,0.39003826052902824
279,0.39003826052902824
280,0.39003826052902824
281,0.39003826052902824
282,0.3877826575434232
283,0.3807292920730548
284,0.30839296891669765
285,0.308364248081728
286,0.39003826052902824
287,0.39003826052902824
288,0.39003826052902824
289,0.39118345914790686
290,0.386680160387247
291,0.3818642697002043
292,0.3094200520402814
293,0.3093912783428519
294,0.39118345914790686
295,0.39118345914790686
296,0.39118345914790686
297,0.39003826052902824
298,0.3877826575434232
299,0.3807292920730548
300,0.30839296891669765
301,0.308364248081728
302,0.39003826052902824
303,0.39003826052902824
304,0.39003826052902824
305,0.39274011850371576
306,0.39047889319299595
307,0.38340719886080105
308,0.3108174536465699
309,0.31078860848312806
310,0.39274011850371576
311,0.39274011850371576
312,0.39274011850371576
313,0.39003826052902824
314,0.3877826575434232
315,0.3807292920730548
316,0.30839296891669765
317,0.308364248081728
318,0.39003826052902824
319,0.39003826052902824
320,0.39003826052902824
321,0.47909618664722164
322,0.4767280870694366
323,0.46929704513215903
324,0.39075119501343825
325,0.39071913726540686
326,0.47909618664722164
327,0.47909618664722164
328,0.47909618664722164
329,0.47909618664722164
330,0.4767280870694366
331,0.46929704513215903
332,0.39075119501343825
333,0.39071913726540686
334,0.47909618664722164
335,0.47909618664722164
336,0.47909618664722164
337,0.39003826052902824
338,0.3877826575434232
339,0.3807292920730548
340,0.30839296891669765
341,0.308364248081728
342,0.39003826052902824
343,0.39003826052902824
344,0.39003826052902824
345,0.39003826052902824
346,0.3877826575434232
347,0.3807292920730548
348,0.30839296891669765
349,0.308364248081728
350,0.39003826052902824
351,0.39003826052902824
352,0.39003826052902824
353,0.39003826052902824
354,0.3877826575434232
355,0.3807292920730548
356,0.30839296891669765
357,0.308364248081728
358,0.39003826052902824
359,0.39003826052902824
360,0.39003826052902824
361,0.39118345914790686
362,0.386680160387247
363,0.3818642697002043
364,0.3094200520402814
365,0.3093912783428519
366,0.39118345914790686
367,0.39118345914790686
368,0.39118345914790686
369,0.39118345914790686
370,0.386680160387247
371,0.3818642697002043
372,0.3094200520402814
373,0.3093912783428519
374,0.39118345914790686
375,0.39118345914790686
376,0.39118345914790686
377,0.39118345914790686
378,0.386680160387247
379,0.3818642697002043
380,0.3094200520402814
381,0.3093912783428519
382,0.39118345914790686
383,0.39118345914790686
384,0.39118345914790686
385,0.39118345914790686
386,0.386680160387247
387,0.3818642697002043
388,0.3094200520402814
389,0.3093912783428519
390,0.39118345914790686
391,0.39118345914790686
392,0.39118345914790686
393,0.39274011850371576
394,0.39047889319299595
395,0.38340719886080105
396,0.3108174536465699
397,0.31078860848312806
398,0.39274011850371576
399,0.39274011850371576
400,0.39274011850371576
401,0.39003826052902824
402,0.3877826575434232
403,0.3807292920730548
404,0.30839296891669765
405,0.308364248081728
406,0.39003826052902824
407,0.39003826052902824
408,0.39003826052902824
409,0.39274011850371576
410,0.39047889319299595
411,0.38340719886080105
412,0.3108174536465699
413,0.31078860848312806
414,0.39274011850371576
415,0.39274011850371576
416,0.39274011850371576
417,0.39274011850371576
418,0.39047889319299595
419,0.38340719886080105
420,0.3108174536465699
421,0.31078860848312806
422,0.39274011850371576
423,0.39274011850371576
424,0.39274011850371576
425,0.39274011850371576
426,0.39047889319299595
427,0.38340719886080105
428,0.3108174536465699
429,0.31078860848312806
430,0.39274011850371576
431,0.39274011850371576
432,0.39274011850371576
433,0.39274011850371576
434,0.39047889319299595
435,0.38340719886080105
436,0.3108174536465699
437,0.31078860848312806
438,0.39274011850371576
439,0.39274011850371576
440,0.39274011850371576
441,0.47909618664722164
442,0.4767280870694366
443,0.46929704513215903
444,0.39075119501343825
445,0.39071913726540686
446,0.47909618664722164
447,0.47909618664722164
448,0.47909618664722164
449,0.39274011850371576
450,0.39047889319299595
451,0.38340719886080105
452,0.3108174536465699
453,0.31078860848312806
454,0.39274011850371576
455,0.39274011850371576
456,0.39274011850371576
457,0.47909618664722164
458,0.4767280870694366
459,0.46929704513215903
460,0.39075119501343825
461,0.39071913726540686
462,0.47909618664722164
463,0.47909618664722164
464,0.47909618664722164
465,0.39003826052902824
466,0.3877826575434232
467,0.3807292920730548
468,0.30839296891669765
469,0.308364248081728
470,0.39003826052902824
471,0.39003826052902824
472,0.39003826052902824
473,0.39003826052902824
474,0.3877826575434232
475,0.3807292920730548
476,0.30839296891669765
477,0.308364248081728
478,0.39003826052902824
479,0.39003826052902824
480,0.39003826052902824
481,0.39118345914790686
482,0.386680160387247
483,0.3818642697002043
484,0.3094200520402814
485,0.3093912783428519
486,0.39118345914790686
487,0.39118345914790686
488,0.39118345914790686
489,0.39118345914790686
490,0.386680160387247
491,0.3818642697002043
492,0.3094200520402814
493,0.3093912783428519
494,0.39118345914790686
495,0.39118345914790686
496,0.39118345914790686
497,0.39003826052902824
498,0.3877826575434232
499,0.3807292920730548
500,0.30839296891669765
501,0.308364248081728
502,0.39003826052902824
503,0.39003826052902824
504,0.39003826052902824
505,0.47847914164943545
506,0.47611130433761584
507,0.4686812654028031
508,0.3901627082051311
509,0.3901306678212314
510,0.47847914164943545
511,0.47847914164943545
512,0.47847914164943545
513,0.39118345914790686
514,0.386680160387247
515,0.3818642697002043
516,0.3094200520402814
517,0.3093912783428519
518,0.39118345914790686
519,0.39118345914790686
520,0.39118345914790686
521,0.39003826052902824
522,0.3877826575434232
523,0.3807292920730548
524,0.30839296891669765
525,0.308364248081728
526,0.39003826052902824
527,0.39003826052902824
528,0.39003826052902824
529,0.39003826052902824
530,0.3877826575434232
531,0.3807292920730548
532,0.30839296891669765
533,0.308364248081728
534,0.39003826052902824
535,0.39003826052902824
536,0.39003826052902824
537,0.39118345914790686
538,0.386680160387247
539,0.3818642697002043
540,0.3094200520402814
541,0.3093912783428519
542,0.39118345914790686
543,0.39118345914790686
544,0.39118345914790686
545,0.39003826052902824
546,0.3877826575434232
